1,2,3,4,5,6,7,Target
11519.0,8337.0,11316.0,12191.0,11041.0,9734.0,11104.0,12255.285714285714
13578.0,13068.0,12561.0,13359.0,10697.0,10309.0,12215.0,11308.142857142857
10022.0,11675.0,9127.0,13957.0,11459.0,11874.0,11043.0,11564.857142857143
12641.0,10097.0,8640.0,12880.0,11758.0,11873.0,13065.0,11043.0
8323.0,11015.0,10753.0,12642.0,11463.0,13316.0,9789.0,12549.142857142857
13413.0,10653.0,12529.0,13418.0,12089.0,13262.0,12480.0,12029.857142857143
13150.0,14460.0,7210.0,12349.0,14487.0,11816.0,10737.0,12244.57142857143
12515.0,13618.0,12455.0,10164.0,13517.0,12245.0,11198.0,11431.285714285714
9163.0,10349.0,12250.0,13137.0,12037.0,9834.0,13249.0,12352.285714285714
12578.0,14073.0,9134.0,12501.0,13655.0,12596.0,11929.0,10790.142857142857
12722.0,9060.0,9828.0,12717.0,10418.0,10924.0,9862.0,11644.57142857143
12650.0,9541.0,13969.0,11559.0,10483.0,13301.0,10009.0,10113.0
11935.0,9743.0,9938.0,7473.0,10366.0,11987.0,9349.0,12640.142857142857
14483.0,11540.0,12758.0,12959.0,14260.0,10954.0,11527.0,12666.857142857143
9850.0,13421.0,12674.0,13878.0,13317.0,12197.0,13331.0,11844.285714285714
9489.0,13469.0,10168.0,12533.0,13707.0,12310.0,11234.0,11079.42857142857
12865.0,10842.0,8836.0,11217.0,12795.0,8013.0,12988.0,11552.285714285714
12332.0,13235.0,9870.0,9442.0,12679.0,9648.0,13660.0,11447.857142857143
10667.0,11696.0,9258.0,10784.0,11445.0,14597.0,11688.0,12361.857142857143
11399.0,12748.0,13127.0,12039.0,11612.0,11628.0,13980.0,12071.714285714286
12482.0,12662.0,14531.0,12394.0,10009.0,10280.0,12144.0,11625.142857142857
10100.0,13190.0,9882.0,10636.0,10507.0,13661.0,13400.0,11619.714285714286
9113.0,9351.0,11505.0,13093.0,13540.0,12476.0,12260.0,10935.42857142857
10219.0,10715.0,13078.0,12211.0,12148.0,8425.0,9752.0,12560.714285714286
12971.0,12646.0,13135.0,12822.0,11115.0,12724.0,12512.0,11507.285714285714
12338.0,11576.0,13317.0,11371.0,11635.0,11133.0,9181.0,11043.142857142857
11990.0,11133.0,8762.0,11249.0,11473.0,9314.0,13381.0,11548.714285714286
9060.0,11374.0,11036.0,12337.0,12235.0,12885.0,11914.0,11490.714285714286
11988.0,11061.0,12871.0,13216.0,12219.0,7458.0,11622.0,11390.857142857143
13337.0,9000.0,11581.0,12199.0,9359.0,13696.0,10564.0,11162.57142857143
9068.0,11959.0,9310.0,12843.0,10258.0,12363.0,12337.0,11541.857142857143
9906.0,11788.0,11547.0,11219.0,10911.0,11287.0,14135.0,11923.857142857143
11574.0,10758.0,12953.0,13708.0,10569.0,11421.0,12484.0,11827.57142857143
7336.0,14275.0,13735.0,9695.0,13214.0,11853.0,12685.0,10682.42857142857
9503.0,14234.0,11164.0,8979.0,12011.0,9755.0,9131.0,11686.42857142857
12480.0,12712.0,13401.0,8985.0,12851.0,11775.0,9601.0,11440.285714285714
11745.0,9463.0,11572.0,11894.0,10617.0,12824.0,11967.0,11073.714285714286
8973.0,11700.0,11528.0,10001.0,9459.0,13017.0,12838.0,11089.0
10716.0,9973.0,12619.0,10079.0,9424.0,12581.0,12231.0,10685.142857142857
10177.0,8963.0,11987.0,13574.0,9172.0,9050.0,11873.0,12104.57142857143
13219.0,9668.0,13207.0,10299.0,12462.0,12803.0,13074.0,12086.57142857143
11539.0,11705.0,13302.0,12195.0,11376.0,10546.0,13943.0,11802.714285714286
12694.0,12995.0,11053.0,11190.0,12960.0,8599.0,13128.0,11825.57142857143
12828.0,12421.0,11030.0,12076.0,9980.0,11927.0,12517.0,11295.42857142857
10847.0,11929.0,11884.0,13275.0,10861.0,9495.0,10777.0,11669.0
9992.0,11214.0,10658.0,12495.0,11850.0,12207.0,13267.0,11928.714285714286
13456.0,12794.0,9769.0,11460.0,12611.0,9392.0,14019.0,11366.142857142857
10592.0,13189.0,11058.0,14285.0,11470.0,9471.0,9498.0,12287.142857142857
13981.0,13081.0,10205.0,12257.0,9898.0,13570.0,13018.0,11170.857142857143
10753.0,11716.0,12867.0,9084.0,11602.0,9377.0,12797.0,11356.57142857143
12033.0,8304.0,13650.0,12533.0,9025.0,12224.0,11727.0,10723.142857142857
8154.0,9606.0,10556.0,13799.0,13611.0,9195.0,10141.0,10838.42857142857
10201.0,12925.0,9117.0,9655.0,12641.0,10802.0,10528.0,11869.142857142857
12600.0,11208.0,12712.0,12797.0,11919.0,12628.0,9220.0,12209.57142857143
11410.0,12332.0,12646.0,10501.0,12382.0,13074.0,13122.0,11433.142857142857
11506.0,12929.0,9250.0,11196.0,11972.0,12114.0,11065.0,11130.857142857143
13248.0,13687.0,10136.0,8823.0,12900.0,8287.0,10835.0,11432.142857142857
11551.0,10447.0,12106.0,11617.0,9954.0,12641.0,11709.0,12537.714285714286
12977.0,13862.0,12901.0,12260.0,10436.0,13146.0,12182.0,11816.285714285714
9037.0,13427.0,10969.0,9704.0,12191.0,13539.0,13847.0,10865.714285714286
12965.0,13348.0,9275.0,9365.0,10735.0,9568.0,10804.0,11758.142857142857
12803.0,13269.0,10880.0,9659.0,10667.0,13479.0,11550.0,11776.857142857143
11904.0,12800.0,10836.0,9673.0,13263.0,11179.0,12783.0,12047.285714285714
12608.0,11570.0,11239.0,13157.0,8796.0,14054.0,12907.0,11977.285714285714
12974.0,9489.0,9675.0,13526.0,11527.0,14030.0,12620.0,10835.285714285714
11391.0,9436.0,10278.0,13666.0,9346.0,9239.0,12491.0,11267.42857142857
13241.0,9506.0,13199.0,10048.0,8374.0,13523.0,10981.0,10387.57142857143
9531.0,10427.0,13348.0,10382.0,11748.0,8656.0,8621.0,11600.0
12994.0,8130.0,10763.0,12904.0,10840.0,13536.0,12033.0,12240.285714285714
13060.0,12552.0,12330.0,11099.0,13641.0,12068.0,10932.0,11911.57142857143
11092.0,12325.0,11868.0,10429.0,11170.0,12593.0,13904.0,11447.42857142857
9907.0,10215.0,13146.0,11590.0,9647.0,12851.0,12776.0,11159.57142857143
10508.0,10322.0,11457.0,10643.0,13432.0,9730.0,12025.0,11462.0
12905.0,12733.0,9569.0,12451.0,12441.0,10559.0,9576.0,12902.57142857143
13631.0,13854.0,13917.0,14289.0,13145.0,11600.0,9882.0,11503.57142857143
12585.0,8457.0,13627.0,11468.0,11082.0,11288.0,12018.0,10282.714285714286
10150.0,10058.0,12303.0,9603.0,9686.0,9716.0,10463.0,0.0
