1,2,3,4,5,6,7,Target
11346.0,9787.0,10758.0,12244.0,8526.0,10923.0,10305.0,12288.714285714286
11769.0,12996.0,9777.0,11799.0,13588.0,13306.0,12786.0,10814.42857142857
9991.0,10394.0,9477.0,13233.0,10640.0,12625.0,9341.0,11744.714285714286
11507.0,14281.0,9550.0,11658.0,9377.0,13640.0,12200.0,11851.42857142857
12187.0,11619.0,11420.0,12545.0,13147.0,9146.0,12896.0,11600.142857142857
11352.0,13309.0,10452.0,11119.0,12097.0,11845.0,11027.0,11521.57142857143
13405.0,11753.0,10928.0,10923.0,9558.0,12151.0,11933.0,10733.714285714286
9061.0,9545.0,13920.0,9294.0,10753.0,9314.0,13249.0,11950.0
9549.0,13291.0,10299.0,12730.0,12888.0,11434.0,13459.0,12183.42857142857
12432.0,13294.0,11887.0,10630.0,12360.0,13035.0,11646.0,11637.142857142857
12909.0,11587.0,9886.0,12377.0,12167.0,12376.0,10158.0,11653.57142857143
8473.0,11894.0,12400.0,12278.0,9972.0,13481.0,13077.0,11045.57142857143
10837.0,8764.0,13013.0,11773.0,9138.0,10396.0,13398.0,11684.285714285714
13850.0,9950.0,13621.0,9034.0,13250.0,12535.0,9550.0,11879.285714285714
11408.0,14296.0,9405.0,12782.0,9755.0,13235.0,12274.0,10932.714285714286
9295.0,13348.0,11291.0,13168.0,9658.0,9034.0,10735.0,11919.57142857143
13061.0,10052.0,12320.0,12801.0,11866.0,11549.0,11788.0,11928.57142857143
10981.0,10360.0,14331.0,11428.0,12511.0,10308.0,13581.0,11702.0
14038.0,11755.0,10275.0,12899.0,7310.0,13065.0,12572.0,12057.285714285714
10968.0,12178.0,13017.0,11927.0,11779.0,12699.0,11833.0,11670.714285714286
13007.0,8181.0,10884.0,13244.0,11645.0,12845.0,11889.0,11126.714285714286
8801.0,9653.0,14256.0,9095.0,10473.0,12527.0,13082.0,11987.42857142857
14447.0,11261.0,14099.0,13066.0,11681.0,11268.0,8090.0,12139.57142857143
12444.0,12489.0,12931.0,11936.0,10876.0,12465.0,11836.0,10680.857142857143
10572.0,9789.0,12388.0,8900.0,10930.0,9252.0,12935.0,11048.57142857143
8759.0,10878.0,11577.0,13235.0,13161.0,10111.0,9619.0,11500.0
13629.0,9828.0,11179.0,12194.0,12785.0,10156.0,10729.0,11397.57142857143
9986.0,10714.0,12963.0,12055.0,13642.0,10395.0,10028.0,11349.57142857143
13138.0,13516.0,9468.0,10357.0,13433.0,8707.0,10828.0,10871.714285714286
11897.0,9102.0,12777.0,11058.0,7985.0,11011.0,12272.0,12683.142857142857
13001.0,13429.0,12298.0,12369.0,12306.0,11810.0,13569.0,12072.57142857143
12260.0,10284.0,12286.0,11583.0,11740.0,14234.0,12121.0,11711.857142857143
12408.0,10337.0,9051.0,13105.0,12287.0,12163.0,12632.0,10452.57142857143
10725.0,9102.0,11865.0,13535.0,9698.0,10246.0,7997.0,11275.857142857143
12359.0,13423.0,13140.0,9686.0,13945.0,7212.0,9166.0,11368.57142857143
11010.0,9542.0,10619.0,10512.0,11292.0,12529.0,14076.0,11734.0
11784.0,13439.0,11316.0,10019.0,11423.0,12169.0,11988.0,11728.42857142857
9998.0,13217.0,10809.0,11277.0,13179.0,11077.0,12542.0,11638.57142857143
13091.0,11006.0,13938.0,8147.0,10164.0,12628.0,12496.0,12412.57142857143
12185.0,9453.0,13318.0,13283.0,13720.0,12577.0,12352.0,11324.857142857143
13440.0,10139.0,8923.0,11424.0,13476.0,9860.0,12012.0,11167.142857142857
13739.0,10525.0,9534.0,9041.0,12581.0,12832.0,9918.0,12246.714285714286
12887.0,11963.0,10319.0,12619.0,13352.0,13081.0,11506.0,11842.285714285714
11013.0,11528.0,9427.0,12487.0,13130.0,13633.0,11678.0,10085.714285714286
8834.0,10344.0,12367.0,10639.0,8067.0,10649.0,9700.0,11389.142857142857
10682.0,13884.0,8688.0,9217.0,14056.0,10082.0,13115.0,10353.42857142857
10092.0,9068.0,9292.0,12303.0,10426.0,10322.0,10971.0,12027.42857142857
12612.0,11642.0,12939.0,12674.0,11781.0,12488.0,10056.0,10670.142857142857
9238.0,12703.0,11966.0,12113.0,9674.0,8074.0,10923.0,11517.285714285714
13852.0,11473.0,10065.0,11534.0,10609.0,9662.0,13426.0,11943.285714285714
13084.0,13602.0,12534.0,10593.0,10224.0,12220.0,11346.0,11721.285714285714
9695.0,11098.0,9740.0,14388.0,12938.0,12644.0,11546.0,11439.142857142857
8834.0,11044.0,13784.0,12148.0,13195.0,9819.0,11250.0,11329.857142857143
11915.0,11936.0,7921.0,12760.0,9133.0,12358.0,13286.0,10832.42857142857
11411.0,9956.0,9396.0,13160.0,9336.0,11125.0,11443.0,12266.285714285714
12278.0,12848.0,8606.0,13435.0,12462.0,12710.0,13525.0,11253.142857142857
12997.0,13191.0,10133.0,9326.0,10107.0,12278.0,10740.0,11336.857142857143
12143.0,8727.0,10155.0,12859.0,12217.0,13386.0,9871.0,11201.0
11821.0,10139.0,9402.0,13239.0,13603.0,7274.0,12929.0,12333.857142857143
13731.0,9321.0,12610.0,14378.0,13093.0,10119.0,13085.0,11105.857142857143
9797.0,12418.0,11185.0,13955.0,11769.0,7594.0,11023.0,12477.857142857143
12573.0,14022.0,12224.0,13494.0,12710.0,10221.0,12101.0,12322.42857142857
12866.0,12686.0,13318.0,11293.0,9407.0,12681.0,14006.0,11605.142857142857
13412.0,13247.0,11213.0,9450.0,13360.0,11320.0,9234.0,11712.142857142857
11865.0,10291.0,12141.0,12794.0,12595.0,9253.0,13046.0,11042.42857142857
12867.0,9796.0,12464.0,9615.0,10738.0,10387.0,11430.0,11700.42857142857
11938.0,9763.0,13468.0,12651.0,10241.0,12548.0,11294.0,10981.57142857143
10423.0,11357.0,12909.0,9020.0,10150.0,13375.0,9637.0,10997.857142857143
11457.0,10678.0,12637.0,9283.0,12472.0,9487.0,10971.0,12215.0
13564.0,13209.0,10685.0,12950.0,13387.0,8814.0,12896.0,12201.0
12488.0,13330.0,9472.0,12810.0,10264.0,12980.0,14063.0,12457.0
12205.0,14185.0,11818.0,14804.0,11541.0,13009.0,9637.0,11389.42857142857
12721.0,10033.0,9904.0,12284.0,13244.0,8155.0,13385.0,10753.57142857143
10861.0,9259.0,11482.0,12995.0,11180.0,9660.0,9838.0,12505.142857142857
13750.0,12860.0,13131.0,13786.0,9891.0,11903.0,12215.0,11794.285714285714
12142.0,13277.0,12473.0,11857.0,12232.0,9499.0,11080.0,11287.142857142857
12835.0,8859.0,11218.0,13246.0,11894.0,11095.0,9863.0,11211.42857142857
13618.0,9648.0,12685.0,10233.0,9932.0,9606.0,12758.0,11484.57142857143
10470.0,13885.0,12951.0,9426.0,9337.0,11631.0,12692.0,11388.57142857143
13004.0,11817.0,12099.0,11012.0,10359.0,12638.0,8791.0,11788.857142857143
11666.0,11952.0,9698.0,12860.0,13713.0,10767.0,11866.0,12302.0
11354.0,10840.0,12179.0,13882.0,11788.0,12807.0,13264.0,12060.0
10708.0,11105.0,11325.0,12011.0,12536.0,14419.0,12316.0,11492.42857142857
12303.0,10006.0,12039.0,13290.0,9503.0,13016.0,10290.0,11492.857142857143
11644.0,13449.0,12302.0,12955.0,10806.0,10738.0,8556.0,10951.42857142857
12223.0,10958.0,8444.0,12758.0,12998.0,9077.0,10202.0,11172.57142857143
13461.0,12448.0,9652.0,10391.0,10373.0,9141.0,12742.0,11162.857142857143
10780.0,7398.0,11512.0,9364.0,14690.0,11110.0,13286.0,12143.857142857143
14214.0,12687.0,11527.0,11502.0,12113.0,9559.0,13405.0,12518.714285714286
13776.0,12841.0,12170.0,9170.0,12553.0,13154.0,13967.0,11693.0
8954.0,12333.0,10940.0,12411.0,13742.0,13140.0,10331.0,10243.142857142857
9610.0,13343.0,11202.0,10124.0,7808.0,9887.0,9728.0,12359.42857142857
13830.0,12052.0,12370.0,6961.0,14250.0,12508.0,14545.0,11552.714285714286
10099.0,11967.0,11725.0,12229.0,13675.0,10033.0,11141.0,11206.142857142857
13280.0,12234.0,11323.0,8926.0,9784.0,12092.0,10804.0,10867.285714285714
9218.0,11688.0,8707.0,10230.0,12569.0,12158.0,11501.0,11546.497656084743
11371.0,8525.0,13193.4835925932,11300.0,12240.0,11701.0,12495.0,12469.714285714286
13230.0,10276.0,13605.0,12330.0,12516.0,12154.0,13177.0,12749.714285714286
11993.0,14137.0,11407.0,13797.0,11056.0,12078.0,14780.0,11337.0
13164.0,12330.0,13628.0,9751.0,12480.0,9242.0,8764.0,11602.142857142857
13336.0,11050.0,12410.0,9352.0,9444.0,13246.0,12377.0,10714.714285714286
9799.0,13760.0,10203.0,9121.0,9253.0,13160.0,9707.0,10889.857142857143
10789.0,13033.0,9462.0,9331.0,9685.0,12993.0,10936.0,11962.42857142857
12735.0,12910.0,13537.0,13280.0,10725.0,7870.0,12680.0,12160.714285714286
13417.0,13276.0,9398.0,13746.0,12244.0,9800.0,13244.0,11555.714285714286
12797.0,13166.0,9877.0,12512.0,9649.0,11590.0,11299.0,11673.57142857143
9976.0,11852.0,11262.0,13306.0,10152.0,12580.0,12587.0,11546.285714285714
10591.0,10001.0,13191.0,12181.0,8755.0,13193.0,12912.0,12024.0
13333.0,12164.0,10224.0,13243.0,10343.0,13545.0,11316.0,12147.714285714286
13808.0,11165.0,13528.0,12945.0,13287.0,9700.0,10601.0,11345.42857142857
11010.0,11754.0,9017.0,10668.0,11924.0,12120.0,12925.0,12124.857142857143
9773.0,7417.0,13434.0,13475.0,14160.0,12751.0,13864.0,11132.714285714286
9187.0,9727.0,13595.0,13324.0,9930.0,10217.0,11949.0,11914.142857142857
11567.0,14610.0,8053.0,13919.0,12773.0,11658.0,10819.0,11520.285714285714
11589.0,13048.0,13167.0,12331.0,13373.0,8574.0,8560.0,11913.42857142857
12859.0,13211.0,13144.0,13218.0,9104.0,11862.0,9996.0,11597.57142857143
9295.0,10627.0,12923.0,12617.0,10118.0,13250.0,12353.0,11589.714285714286
10662.0,9806.0,13349.0,13357.0,11968.0,9468.0,12518.0,12102.714285714286
13283.0,11126.0,13023.0,9315.0,13613.0,12400.0,11959.0,11398.285714285714
10705.0,9250.0,13101.0,9839.0,13361.0,12136.0,11396.0,10952.285714285714
9231.0,9970.0,13654.0,9326.0,12143.0,10110.0,12232.0,10748.857142857143
